,start_time,end_time,consumption,type
255,2023-10-09 15:45:00-04:00,2023-10-09 16:00:00-04:00,0.669,ELEC
256,2023-10-09 16:00:00-04:00,2023-10-09 16:15:00-04:00,0.609,ELEC
257,2023-10-09 16:15:00-04:00,2023-10-09 16:30:00-04:00,0.681,ELEC
258,2023-10-09 16:30:00-04:00,2023-10-09 16:45:00-04:00,0.654,ELEC
259,2023-10-09 16:45:00-04:00,2023-10-09 17:00:00-04:00,0.831,ELEC
260,2023-10-09 17:00:00-04:00,2023-10-09 17:15:00-04:00,1.503,ELEC
261,2023-10-09 17:15:00-04:00,2023-10-09 17:30:00-04:00,0.615,ELEC
262,2023-10-09 17:30:00-04:00,2023-10-09 17:45:00-04:00,0.657,ELEC
263,2023-10-09 17:45:00-04:00,2023-10-09 18:00:00-04:00,0.654,ELEC
264,2023-10-09 18:00:00-04:00,2023-10-09 18:15:00-04:00,1.266,ELEC
265,2023-10-09 18:15:00-04:00,2023-10-09 18:30:00-04:00,0.648,ELEC
266,2023-10-09 18:30:00-04:00,2023-10-09 18:45:00-04:00,0.732,ELEC
267,2023-10-09 18:45:00-04:00,2023-10-09 19:00:00-04:00,0.48,ELEC
268,2023-10-09 19:00:00-04:00,2023-10-09 19:15:00-04:00,0.489,ELEC
269,2023-10-09 19:15:00-04:00,2023-10-09 19:30:00-04:00,0.579,ELEC
270,2023-10-09 19:30:00-04:00,2023-10-09 19:45:00-04:00,0.636,ELEC
271,2023-10-09 19:45:00-04:00,2023-10-09 20:00:00-04:00,0.564,ELEC
272,2023-10-09 20:00:00-04:00,2023-10-09 20:15:00-04:00,0.597,ELEC
273,2023-10-09 20:15:00-04:00,2023-10-09 20:30:00-04:00,0.573,ELEC
274,2023-10-09 20:30:00-04:00,2023-10-09 20:45:00-04:00,0.615,ELEC
275,2023-10-09 20:45:00-04:00,2023-10-09 21:00:00-04:00,0.57,ELEC
276,2023-10-09 21:00:00-04:00,2023-10-09 21:15:00-04:00,0.591,ELEC
277,2023-10-09 21:15:00-04:00,2023-10-09 21:30:00-04:00,0.54,ELEC
278,2023-10-09 21:30:00-04:00,2023-10-09 21:45:00-04:00,0.528,ELEC
279,2023-10-09 21:45:00-04:00,2023-10-09 22:00:00-04:00,0.516,ELEC
280,2023-10-09 22:00:00-04:00,2023-10-09 22:15:00-04:00,0.465,ELEC
281,2023-10-09 22:15:00-04:00,2023-10-09 22:30:00-04:00,0.561,ELEC
282,2023-10-09 22:30:00-04:00,2023-10-09 22:45:00-04:00,0.57,ELEC
283,2023-10-09 22:45:00-04:00,2023-10-09 23:00:00-04:00,0.609,ELEC
284,2023-10-09 23:00:00-04:00,2023-10-09 23:15:00-04:00,0.438,ELEC
285,2023-10-09 23:15:00-04:00,2023-10-09 23:30:00-04:00,0.417,ELEC
286,2023-10-09 23:30:00-04:00,2023-10-09 23:45:00-04:00,0.414,ELEC
287,2023-10-09 23:45:00-04:00,2023-10-10 00:00:00-04:00,0.366,ELEC
288,2023-10-10 00:00:00-04:00,2023-10-10 00:15:00-04:00,0.294,ELEC
289,2023-10-10 00:15:00-04:00,2023-10-10 00:30:00-04:00,0.303,ELEC
290,2023-10-10 00:30:00-04:00,2023-10-10 00:45:00-04:00,0.288,ELEC
291,2023-10-10 00:45:00-04:00,2023-10-10 01:00:00-04:00,0.291,ELEC
292,2023-10-10 01:00:00-04:00,2023-10-10 01:15:00-04:00,0.27,ELEC
293,2023-10-10 01:15:00-04:00,2023-10-10 01:30:00-04:00,0.27,ELEC
294,2023-10-10 01:30:00-04:00,2023-10-10 01:45:00-04:00,0.288,ELEC
295,2023-10-10 01:45:00-04:00,2023-10-10 02:00:00-04:00,0.282,ELEC
296,2023-10-10 02:00:00-04:00,2023-10-10 02:15:00-04:00,0.285,ELEC
297,2023-10-10 02:15:00-04:00,2023-10-10 02:30:00-04:00,0.282,ELEC
298,2023-10-10 02:30:00-04:00,2023-10-10 02:45:00-04:00,0.276,ELEC
299,2023-10-10 02:45:00-04:00,2023-10-10 03:00:00-04:00,0.234,ELEC
300,2023-10-10 03:00:00-04:00,2023-10-10 03:15:00-04:00,0.243,ELEC
301,2023-10-10 03:15:00-04:00,2023-10-10 03:30:00-04:00,0.252,ELEC
302,2023-10-10 03:30:00-04:00,2023-10-10 03:45:00-04:00,0.273,ELEC
303,2023-10-10 03:45:00-04:00,2023-10-10 04:00:00-04:00,0.282,ELEC
304,2023-10-10 04:00:00-04:00,2023-10-10 04:15:00-04:00,0.315,ELEC
305,2023-10-10 04:15:00-04:00,2023-10-10 04:30:00-04:00,0.354,ELEC
306,2023-10-10 04:30:00-04:00,2023-10-10 04:45:00-04:00,0.279,ELEC
307,2023-10-10 04:45:00-04:00,2023-10-10 05:00:00-04:00,0.264,ELEC
308,2023-10-10 05:00:00-04:00,2023-10-10 05:15:00-04:00,0.267,ELEC
309,2023-10-10 05:15:00-04:00,2023-10-10 05:30:00-04:00,0.264,ELEC
