start_time,end_time,consumption,type
2024-04-14 11:15:00-04:00,2024-04-14 11:30:00-04:00,0.78,ELEC
2024-04-14 11:30:00-04:00,2024-04-14 11:45:00-04:00,0.792,ELEC
2024-04-14 11:45:00-04:00,2024-04-14 12:00:00-04:00,0.825,ELEC
2024-04-14 12:00:00-04:00,2024-04-14 12:15:00-04:00,0.882,ELEC
2024-04-14 12:15:00-04:00,2024-04-14 12:30:00-04:00,0.615,ELEC
2024-04-14 12:30:00-04:00,2024-04-14 12:45:00-04:00,0.792,ELEC
2024-04-14 12:45:00-04:00,2024-04-14 13:00:00-04:00,0.798,ELEC
2024-04-14 13:00:00-04:00,2024-04-14 13:15:00-04:00,0.834,ELEC
2024-04-14 13:15:00-04:00,2024-04-14 13:30:00-04:00,1.05,ELEC
2024-04-14 13:30:00-04:00,2024-04-14 13:45:00-04:00,0.834,ELEC
2024-04-14 13:45:00-04:00,2024-04-14 14:00:00-04:00,0.876,ELEC
2024-04-14 14:00:00-04:00,2024-04-14 14:15:00-04:00,0.846,ELEC
2024-04-14 14:15:00-04:00,2024-04-14 14:30:00-04:00,0.918,ELEC
2024-04-14 14:30:00-04:00,2024-04-14 14:45:00-04:00,0.711,ELEC
2024-04-14 14:45:00-04:00,2024-04-14 15:00:00-04:00,0.639,ELEC
2024-04-14 15:00:00-04:00,2024-04-14 15:15:00-04:00,0.606,ELEC
2024-04-14 15:15:00-04:00,2024-04-14 15:30:00-04:00,0.588,ELEC
2024-04-14 15:30:00-04:00,2024-04-14 15:45:00-04:00,0.543,ELEC
2024-04-14 15:45:00-04:00,2024-04-14 16:00:00-04:00,0.606,ELEC
2024-04-14 16:00:00-04:00,2024-04-14 16:15:00-04:00,0.513,ELEC
2024-04-14 16:15:00-04:00,2024-04-14 16:30:00-04:00,0.51,ELEC
2024-04-14 16:30:00-04:00,2024-04-14 16:45:00-04:00,0.576,ELEC
2024-04-14 16:45:00-04:00,2024-04-14 17:00:00-04:00,0.528,ELEC
2024-04-14 17:00:00-04:00,2024-04-14 17:15:00-04:00,0.492,ELEC
2024-04-14 17:15:00-04:00,2024-04-14 17:30:00-04:00,0.477,ELEC
2024-04-14 17:30:00-04:00,2024-04-14 17:45:00-04:00,0.462,ELEC
2024-04-14 17:45:00-04:00,2024-04-14 18:00:00-04:00,0.45,ELEC
2024-04-14 18:00:00-04:00,2024-04-14 18:15:00-04:00,0.513,ELEC
2024-04-14 18:15:00-04:00,2024-04-14 18:30:00-04:00,0.462,ELEC
2024-04-14 18:30:00-04:00,2024-04-14 18:45:00-04:00,0.537,ELEC
2024-04-14 18:45:00-04:00,2024-04-14 19:00:00-04:00,1.338,ELEC
2024-04-14 19:00:00-04:00,2024-04-14 19:15:00-04:00,0.642,ELEC
2024-04-14 19:15:00-04:00,2024-04-14 19:30:00-04:00,0.63,ELEC
2024-04-14 19:30:00-04:00,2024-04-14 19:45:00-04:00,0.684,ELEC
2024-04-14 19:45:00-04:00,2024-04-14 20:00:00-04:00,0.753,ELEC
2024-04-14 20:00:00-04:00,2024-04-14 20:15:00-04:00,0.66,ELEC
2024-04-14 20:15:00-04:00,2024-04-14 20:30:00-04:00,0.729,ELEC
2024-04-14 20:30:00-04:00,2024-04-14 20:45:00-04:00,0.894,ELEC
2024-04-14 20:45:00-04:00,2024-04-14 21:00:00-04:00,1.479,ELEC
2024-04-14 21:00:00-04:00,2024-04-14 21:15:00-04:00,0.66,ELEC
2024-04-14 21:15:00-04:00,2024-04-14 21:30:00-04:00,0.555,ELEC
2024-04-14 21:30:00-04:00,2024-04-14 21:45:00-04:00,0.474,ELEC
2024-04-14 21:45:00-04:00,2024-04-14 22:00:00-04:00,0.465,ELEC
2024-04-14 22:00:00-04:00,2024-04-14 22:15:00-04:00,0.471,ELEC
2024-04-14 22:15:00-04:00,2024-04-14 22:30:00-04:00,0.462,ELEC
2024-04-14 22:30:00-04:00,2024-04-14 22:45:00-04:00,0.411,ELEC
2024-04-14 22:45:00-04:00,2024-04-14 23:00:00-04:00,0.288,ELEC
2024-04-14 23:00:00-04:00,2024-04-14 23:15:00-04:00,0.276,ELEC
2024-04-14 23:15:00-04:00,2024-04-14 23:30:00-04:00,0.321,ELEC
2024-04-14 23:30:00-04:00,2024-04-14 23:45:00-04:00,0.279,ELEC
2024-04-14 23:45:00-04:00,2024-04-15 00:00:00-04:00,0.255,ELEC
2024-04-15 00:00:00-04:00,2024-04-15 00:15:00-04:00,0.279,ELEC
2024-04-15 00:15:00-04:00,2024-04-15 00:30:00-04:00,0.312,ELEC
2024-04-15 00:30:00-04:00,2024-04-15 00:45:00-04:00,0.288,ELEC
2024-04-15 00:45:00-04:00,2024-04-15 01:00:00-04:00,0.267,ELEC
2024-04-15 01:00:00-04:00,2024-04-15 01:15:00-04:00,0.261,ELEC
2024-04-15 01:15:00-04:00,2024-04-15 01:30:00-04:00,0.303,ELEC
2024-04-15 01:30:00-04:00,2024-04-15 01:45:00-04:00,0.261,ELEC
2024-04-15 01:45:00-04:00,2024-04-15 02:00:00-04:00,0.273,ELEC
2024-04-15 02:00:00-04:00,2024-04-15 02:15:00-04:00,0.297,ELEC
2024-04-15 02:15:00-04:00,2024-04-15 02:30:00-04:00,0.3,ELEC
2024-04-15 02:30:00-04:00,2024-04-15 02:45:00-04:00,0.318,ELEC
2024-04-15 02:45:00-04:00,2024-04-15 03:00:00-04:00,0.27,ELEC
2024-04-15 03:00:00-04:00,2024-04-15 03:15:00-04:00,0.336,ELEC
2024-04-15 03:15:00-04:00,2024-04-15 03:30:00-04:00,0.312,ELEC
2024-04-15 03:30:00-04:00,2024-04-15 03:45:00-04:00,0.267,ELEC
2024-04-15 03:45:00-04:00,2024-04-15 04:00:00-04:00,0.297,ELEC
2024-04-15 04:00:00-04:00,2024-04-15 04:15:00-04:00,0.321,ELEC
2024-04-15 04:15:00-04:00,2024-04-15 04:30:00-04:00,0.294,ELEC
2024-04-15 04:30:00-04:00,2024-04-15 04:45:00-04:00,0.306,ELEC
2024-04-15 04:45:00-04:00,2024-04-15 05:00:00-04:00,0.312,ELEC
2024-04-15 05:00:00-04:00,2024-04-15 05:15:00-04:00,0.288,ELEC
2024-04-15 05:15:00-04:00,2024-04-15 05:30:00-04:00,0.273,ELEC
2024-04-15 05:30:00-04:00,2024-04-15 05:45:00-04:00,0.297,ELEC
2024-04-15 05:45:00-04:00,2024-04-15 06:00:00-04:00,0.318,ELEC
2024-04-15 06:00:00-04:00,2024-04-15 06:15:00-04:00,0.6,ELEC
2024-04-15 06:15:00-04:00,2024-04-15 06:30:00-04:00,0.396,ELEC
2024-04-15 06:30:00-04:00,2024-04-15 06:45:00-04:00,0.444,ELEC
2024-04-15 06:45:00-04:00,2024-04-15 07:00:00-04:00,0.444,ELEC
2024-04-15 07:00:00-04:00,2024-04-15 07:15:00-04:00,1.197,ELEC
2024-04-15 07:15:00-04:00,2024-04-15 07:30:00-04:00,0.495,ELEC
2024-04-15 07:30:00-04:00,2024-04-15 07:45:00-04:00,0.687,ELEC
2024-04-15 07:45:00-04:00,2024-04-15 08:00:00-04:00,0.921,ELEC
2024-04-15 08:00:00-04:00,2024-04-15 08:15:00-04:00,1.329,ELEC
2024-04-15 08:15:00-04:00,2024-04-15 08:30:00-04:00,0.825,ELEC
2024-04-15 08:30:00-04:00,2024-04-15 08:45:00-04:00,0.882,ELEC
2024-04-15 08:45:00-04:00,2024-04-15 09:00:00-04:00,0.765,ELEC
2024-04-15 09:00:00-04:00,2024-04-15 09:15:00-04:00,0.819,ELEC
2024-04-15 09:15:00-04:00,2024-04-15 09:30:00-04:00,0.93,ELEC
2024-04-15 09:30:00-04:00,2024-04-15 09:45:00-04:00,1.143,ELEC
2024-04-15 09:45:00-04:00,2024-04-15 10:00:00-04:00,0.984,ELEC
2024-04-15 10:00:00-04:00,2024-04-15 10:15:00-04:00,0.837,ELEC
2024-04-15 10:15:00-04:00,2024-04-15 10:30:00-04:00,1.068,ELEC
2024-04-15 10:30:00-04:00,2024-04-15 10:45:00-04:00,0.96,ELEC
2024-04-15 10:45:00-04:00,2024-04-15 11:00:00-04:00,0.714,ELEC
2024-04-15 11:00:00-04:00,2024-04-15 11:15:00-04:00,0.741,ELEC
2024-04-15 11:15:00-04:00,2024-04-15 11:30:00-04:00,0.711,ELEC
2024-04-15 11:30:00-04:00,2024-04-15 11:45:00-04:00,0.735,ELEC
2024-04-15 11:45:00-04:00,2024-04-15 12:00:00-04:00,0.726,ELEC
2024-04-15 12:00:00-04:00,2024-04-15 12:15:00-04:00,0.669,ELEC
2024-04-15 12:15:00-04:00,2024-04-15 12:30:00-04:00,0.654,ELEC
2024-04-15 12:30:00-04:00,2024-04-15 12:45:00-04:00,0.561,ELEC
2024-04-15 12:45:00-04:00,2024-04-15 13:00:00-04:00,0.633,ELEC
2024-04-15 13:00:00-04:00,2024-04-15 13:15:00-04:00,0.795,ELEC
2024-04-15 13:15:00-04:00,2024-04-15 13:30:00-04:00,0.654,ELEC
2024-04-15 13:30:00-04:00,2024-04-15 13:45:00-04:00,0.534,ELEC
2024-04-15 13:45:00-04:00,2024-04-15 14:00:00-04:00,0.486,ELEC
2024-04-15 14:00:00-04:00,2024-04-15 14:15:00-04:00,0.591,ELEC
2024-04-15 14:15:00-04:00,2024-04-15 14:30:00-04:00,0.621,ELEC
2024-04-15 14:30:00-04:00,2024-04-15 14:45:00-04:00,0.429,ELEC
2024-04-15 14:45:00-04:00,2024-04-15 15:00:00-04:00,0.486,ELEC
2024-04-15 15:00:00-04:00,2024-04-15 15:15:00-04:00,0.54,ELEC
2024-04-15 15:15:00-04:00,2024-04-15 15:30:00-04:00,0.519,ELEC
2024-04-15 15:30:00-04:00,2024-04-15 15:45:00-04:00,0.483,ELEC
2024-04-15 15:45:00-04:00,2024-04-15 16:00:00-04:00,0.51,ELEC
2024-04-15 16:00:00-04:00,2024-04-15 16:15:00-04:00,0.495,ELEC
2024-04-15 16:15:00-04:00,2024-04-15 16:30:00-04:00,0.48,ELEC
2024-04-15 16:30:00-04:00,2024-04-15 16:45:00-04:00,0.513,ELEC
2024-04-15 16:45:00-04:00,2024-04-15 17:00:00-04:00,0.492,ELEC
2024-04-15 17:00:00-04:00,2024-04-15 17:15:00-04:00,0.492,ELEC
2024-04-15 17:15:00-04:00,2024-04-15 17:30:00-04:00,0.516,ELEC
2024-04-15 17:30:00-04:00,2024-04-15 17:45:00-04:00,0.522,ELEC
2024-04-15 17:45:00-04:00,2024-04-15 18:00:00-04:00,0.651,ELEC
2024-04-15 18:00:00-04:00,2024-04-15 18:15:00-04:00,0.534,ELEC
2024-04-15 18:15:00-04:00,2024-04-15 18:30:00-04:00,0.501,ELEC
2024-04-15 18:30:00-04:00,2024-04-15 18:45:00-04:00,0.666,ELEC
2024-04-15 18:45:00-04:00,2024-04-15 19:00:00-04:00,0.567,ELEC
2024-04-15 19:00:00-04:00,2024-04-15 19:15:00-04:00,0.618,ELEC
2024-04-15 19:15:00-04:00,2024-04-15 19:30:00-04:00,0.516,ELEC
2024-04-15 19:30:00-04:00,2024-04-15 19:45:00-04:00,0.615,ELEC
2024-04-15 19:45:00-04:00,2024-04-15 20:00:00-04:00,0.54,ELEC
2024-04-15 20:00:00-04:00,2024-04-15 20:15:00-04:00,0.537,ELEC
2024-04-15 20:15:00-04:00,2024-04-15 20:30:00-04:00,0.483,ELEC
2024-04-15 20:30:00-04:00,2024-04-15 20:45:00-04:00,0.492,ELEC
2024-04-15 20:45:00-04:00,2024-04-15 21:00:00-04:00,0.558,ELEC
2024-04-15 21:00:00-04:00,2024-04-15 21:15:00-04:00,0.39,ELEC
2024-04-15 21:15:00-04:00,2024-04-15 21:30:00-04:00,0.45,ELEC
2024-04-15 21:30:00-04:00,2024-04-15 21:45:00-04:00,0.36,ELEC
2024-04-15 21:45:00-04:00,2024-04-15 22:00:00-04:00,0.459,ELEC
2024-04-15 22:00:00-04:00,2024-04-15 22:15:00-04:00,0.378,ELEC
2024-04-15 22:15:00-04:00,2024-04-15 22:30:00-04:00,0.369,ELEC
2024-04-15 22:30:00-04:00,2024-04-15 22:45:00-04:00,0.315,ELEC
2024-04-15 22:45:00-04:00,2024-04-15 23:00:00-04:00,0.363,ELEC
2024-04-15 23:00:00-04:00,2024-04-15 23:15:00-04:00,0.327,ELEC
2024-04-15 23:15:00-04:00,2024-04-15 23:30:00-04:00,0.36,ELEC
2024-04-15 23:30:00-04:00,2024-04-15 23:45:00-04:00,0.276,ELEC
2024-04-15 23:45:00-04:00,2024-04-16 00:00:00-04:00,0.303,ELEC
2024-04-19 00:00:00-04:00,2024-04-19 00:15:00-04:00,0.411,ELEC
2024-04-19 00:15:00-04:00,2024-04-19 00:30:00-04:00,0.426,ELEC
2024-04-19 00:30:00-04:00,2024-04-19 00:45:00-04:00,0.36,ELEC
2024-04-19 00:45:00-04:00,2024-04-19 01:00:00-04:00,0.393,ELEC
2024-04-19 01:00:00-04:00,2024-04-19 01:15:00-04:00,0.372,ELEC
2024-04-19 01:15:00-04:00,2024-04-19 01:30:00-04:00,0.342,ELEC
2024-04-19 01:30:00-04:00,2024-04-19 01:45:00-04:00,0.375,ELEC
2024-04-19 01:45:00-04:00,2024-04-19 02:00:00-04:00,0.297,ELEC
2024-04-19 02:00:00-04:00,2024-04-19 02:15:00-04:00,0.429,ELEC
2024-04-19 02:15:00-04:00,2024-04-19 02:30:00-04:00,0.375,ELEC
2024-04-19 02:30:00-04:00,2024-04-19 02:45:00-04:00,0.39,ELEC
2024-04-19 02:45:00-04:00,2024-04-19 03:00:00-04:00,0.918,ELEC
2024-04-19 03:00:00-04:00,2024-04-19 03:15:00-04:00,0.681,ELEC
2024-04-19 03:15:00-04:00,2024-04-19 03:30:00-04:00,0.453,ELEC
2024-04-19 03:30:00-04:00,2024-04-19 03:45:00-04:00,0.432,ELEC
2024-04-19 03:45:00-04:00,2024-04-19 04:00:00-04:00,0.432,ELEC
2024-04-19 04:00:00-04:00,2024-04-19 04:15:00-04:00,1.092,ELEC
2024-04-19 04:15:00-04:00,2024-04-19 04:30:00-04:00,0.42,ELEC
2024-04-19 04:30:00-04:00,2024-04-19 04:45:00-04:00,0.408,ELEC
2024-04-19 04:45:00-04:00,2024-04-19 05:00:00-04:00,0.438,ELEC
2024-04-19 05:00:00-04:00,2024-04-19 05:15:00-04:00,0.717,ELEC
2024-04-19 05:15:00-04:00,2024-04-19 05:30:00-04:00,0.753,ELEC
2024-04-19 05:30:00-04:00,2024-04-19 05:45:00-04:00,0.378,ELEC
2024-04-19 05:45:00-04:00,2024-04-19 06:00:00-04:00,0.441,ELEC
2024-04-19 06:00:00-04:00,2024-04-19 06:15:00-04:00,0.849,ELEC
2024-04-19 06:15:00-04:00,2024-04-19 06:30:00-04:00,0.678,ELEC
2024-04-19 06:30:00-04:00,2024-04-19 06:45:00-04:00,0.411,ELEC
2024-04-19 06:45:00-04:00,2024-04-19 07:00:00-04:00,0.423,ELEC
2024-04-19 07:00:00-04:00,2024-04-19 07:15:00-04:00,1.23,ELEC
2024-04-19 07:15:00-04:00,2024-04-19 07:30:00-04:00,0.735,ELEC
2024-04-19 07:30:00-04:00,2024-04-19 07:45:00-04:00,0.891,ELEC
2024-04-19 07:45:00-04:00,2024-04-19 08:00:00-04:00,1.602,ELEC
2024-04-19 08:00:00-04:00,2024-04-19 08:15:00-04:00,1.263,ELEC
2024-04-19 08:15:00-04:00,2024-04-19 08:30:00-04:00,1.935,ELEC
2024-04-19 08:30:00-04:00,2024-04-19 08:45:00-04:00,1.047,ELEC
2024-04-19 08:45:00-04:00,2024-04-19 09:00:00-04:00,1.266,ELEC
2024-04-19 09:00:00-04:00,2024-04-19 09:15:00-04:00,1.644,ELEC
2024-04-19 09:15:00-04:00,2024-04-19 09:30:00-04:00,1.308,ELEC
2024-04-19 09:30:00-04:00,2024-04-19 09:45:00-04:00,1.239,ELEC
2024-04-19 09:45:00-04:00,2024-04-19 10:00:00-04:00,1.374,ELEC
2024-04-19 10:00:00-04:00,2024-04-19 10:15:00-04:00,1.152,ELEC
2024-04-19 10:15:00-04:00,2024-04-19 10:30:00-04:00,1.098,ELEC
2024-04-19 10:30:00-04:00,2024-04-19 10:45:00-04:00,1.125,ELEC
2024-04-19 10:45:00-04:00,2024-04-19 11:00:00-04:00,1.359,ELEC
2024-04-19 11:00:00-04:00,2024-04-19 11:15:00-04:00,1.344,ELEC
2024-04-19 11:15:00-04:00,2024-04-19 11:30:00-04:00,1.32,ELEC
2024-04-19 11:30:00-04:00,2024-04-19 11:45:00-04:00,1.845,ELEC
2024-04-19 11:45:00-04:00,2024-04-19 12:00:00-04:00,1.137,ELEC
2024-04-19 12:00:00-04:00,2024-04-19 12:15:00-04:00,1.008,ELEC
2024-04-19 12:15:00-04:00,2024-04-19 12:30:00-04:00,0.996,ELEC
2024-04-19 12:30:00-04:00,2024-04-19 12:45:00-04:00,1.107,ELEC
2024-04-19 12:45:00-04:00,2024-04-19 13:00:00-04:00,1.002,ELEC
2024-04-19 13:00:00-04:00,2024-04-19 13:15:00-04:00,0.822,ELEC
2024-04-19 13:15:00-04:00,2024-04-19 13:30:00-04:00,0.807,ELEC
2024-04-19 13:30:00-04:00,2024-04-19 13:45:00-04:00,0.843,ELEC
2024-04-19 13:45:00-04:00,2024-04-19 14:00:00-04:00,0.897,ELEC
2024-04-19 14:00:00-04:00,2024-04-19 14:15:00-04:00,0.792,ELEC
2024-04-19 14:15:00-04:00,2024-04-19 14:30:00-04:00,0.951,ELEC
2024-04-19 14:30:00-04:00,2024-04-19 14:45:00-04:00,0.771,ELEC
2024-04-19 14:45:00-04:00,2024-04-19 15:00:00-04:00,0.849,ELEC
2024-04-19 15:00:00-04:00,2024-04-19 15:15:00-04:00,0.915,ELEC
2024-04-19 15:15:00-04:00,2024-04-19 15:30:00-04:00,0.765,ELEC
2024-04-19 15:30:00-04:00,2024-04-19 15:45:00-04:00,0.885,ELEC
2024-04-19 15:45:00-04:00,2024-04-19 16:00:00-04:00,0.756,ELEC
2024-04-19 16:00:00-04:00,2024-04-19 16:15:00-04:00,0.831,ELEC
2024-04-19 16:15:00-04:00,2024-04-19 16:30:00-04:00,0.684,ELEC
2024-04-19 16:30:00-04:00,2024-04-19 16:45:00-04:00,0.795,ELEC
2024-04-19 16:45:00-04:00,2024-04-19 17:00:00-04:00,0.81,ELEC
2024-04-19 17:00:00-04:00,2024-04-19 17:15:00-04:00,0.78,ELEC
2024-04-19 17:15:00-04:00,2024-04-19 17:30:00-04:00,0.768,ELEC
2024-04-19 17:30:00-04:00,2024-04-19 17:45:00-04:00,0.873,ELEC
2024-04-19 17:45:00-04:00,2024-04-19 18:00:00-04:00,1.626,ELEC
2024-04-19 18:00:00-04:00,2024-04-19 18:15:00-04:00,0.987,ELEC
2024-04-19 18:15:00-04:00,2024-04-19 18:30:00-04:00,0.888,ELEC
2024-04-19 18:30:00-04:00,2024-04-19 18:45:00-04:00,1.632,ELEC
2024-04-19 18:45:00-04:00,2024-04-19 19:00:00-04:00,0.84,ELEC
2024-04-19 19:00:00-04:00,2024-04-19 19:15:00-04:00,0.93,ELEC
2024-04-19 19:15:00-04:00,2024-04-19 19:30:00-04:00,1.32,ELEC
2024-04-19 19:30:00-04:00,2024-04-19 19:45:00-04:00,0.789,ELEC
2024-04-19 19:45:00-04:00,2024-04-19 20:00:00-04:00,0.828,ELEC
2024-04-19 20:00:00-04:00,2024-04-19 20:15:00-04:00,0.846,ELEC
2024-04-19 20:15:00-04:00,2024-04-19 20:30:00-04:00,0.96,ELEC
2024-04-19 20:30:00-04:00,2024-04-19 20:45:00-04:00,0.786,ELEC
2024-04-19 20:45:00-04:00,2024-04-19 21:00:00-04:00,0.732,ELEC
2024-04-19 21:00:00-04:00,2024-04-19 21:15:00-04:00,0.717,ELEC
2024-04-19 21:15:00-04:00,2024-04-19 21:30:00-04:00,0.609,ELEC
2024-04-19 21:30:00-04:00,2024-04-19 21:45:00-04:00,0.393,ELEC
2024-04-19 21:45:00-04:00,2024-04-19 22:00:00-04:00,0.429,ELEC
2024-04-19 22:00:00-04:00,2024-04-19 22:15:00-04:00,0.348,ELEC
2024-04-19 22:15:00-04:00,2024-04-19 22:30:00-04:00,0.309,ELEC
2024-04-19 22:30:00-04:00,2024-04-19 22:45:00-04:00,0.3,ELEC
2024-04-19 22:45:00-04:00,2024-04-19 23:00:00-04:00,0.336,ELEC
2024-04-19 23:00:00-04:00,2024-04-19 23:15:00-04:00,0.273,ELEC
2024-04-19 23:15:00-04:00,2024-04-19 23:30:00-04:00,0.258,ELEC
2024-04-19 23:30:00-04:00,2024-04-19 23:45:00-04:00,0.249,ELEC
2024-04-19 23:45:00-04:00,2024-04-20 00:00:00-04:00,0.204,ELEC
2024-04-20 00:00:00-04:00,2024-04-20 00:15:00-04:00,0.162,ELEC
2024-04-20 00:15:00-04:00,2024-04-20 00:30:00-04:00,0.153,ELEC
2024-04-20 00:30:00-04:00,2024-04-20 00:45:00-04:00,0.159,ELEC
2024-04-20 00:45:00-04:00,2024-04-20 01:00:00-04:00,0.234,ELEC
2024-04-20 01:00:00-04:00,2024-04-20 01:15:00-04:00,0.159,ELEC
2024-04-20 01:15:00-04:00,2024-04-20 01:30:00-04:00,0.174,ELEC
2024-04-20 01:30:00-04:00,2024-04-20 01:45:00-04:00,0.174,ELEC
2024-04-20 01:45:00-04:00,2024-04-20 02:00:00-04:00,0.183,ELEC
2024-04-20 02:00:00-04:00,2024-04-20 02:15:00-04:00,0.228,ELEC
2024-04-20 02:15:00-04:00,2024-04-20 02:30:00-04:00,0.15,ELEC
2024-04-20 02:30:00-04:00,2024-04-20 02:45:00-04:00,0.204,ELEC
2024-04-20 02:45:00-04:00,2024-04-20 03:00:00-04:00,0.267,ELEC
2024-04-20 03:00:00-04:00,2024-04-20 03:15:00-04:00,0.312,ELEC
2024-04-20 03:15:00-04:00,2024-04-20 03:30:00-04:00,0.255,ELEC
2024-04-20 03:30:00-04:00,2024-04-20 03:45:00-04:00,0.264,ELEC
2024-04-20 03:45:00-04:00,2024-04-20 04:00:00-04:00,0.267,ELEC
2024-04-20 04:00:00-04:00,2024-04-20 04:15:00-04:00,0.288,ELEC
2024-04-20 04:15:00-04:00,2024-04-20 04:30:00-04:00,0.213,ELEC
2024-04-20 04:30:00-04:00,2024-04-20 04:45:00-04:00,0.141,ELEC
2024-04-20 04:45:00-04:00,2024-04-20 05:00:00-04:00,0.24,ELEC
2024-04-20 05:00:00-04:00,2024-04-20 05:15:00-04:00,0.219,ELEC
2024-04-20 05:15:00-04:00,2024-04-20 05:30:00-04:00,0.168,ELEC
2024-04-20 05:30:00-04:00,2024-04-20 05:45:00-04:00,0.177,ELEC
2024-04-20 05:45:00-04:00,2024-04-20 06:00:00-04:00,0.246,ELEC
2024-04-20 06:00:00-04:00,2024-04-20 06:15:00-04:00,0.159,ELEC
2024-04-20 06:15:00-04:00,2024-04-20 06:30:00-04:00,0.315,ELEC
2024-04-20 06:30:00-04:00,2024-04-20 06:45:00-04:00,0.903,ELEC
2024-04-20 06:45:00-04:00,2024-04-20 07:00:00-04:00,0.144,ELEC
2024-04-20 07:00:00-04:00,2024-04-20 07:15:00-04:00,0.207,ELEC
2024-04-20 07:15:00-04:00,2024-04-20 07:30:00-04:00,0.147,ELEC
2024-04-20 07:30:00-04:00,2024-04-20 07:45:00-04:00,1.251,ELEC
2024-04-20 07:45:00-04:00,2024-04-20 08:00:00-04:00,0.645,ELEC
2024-04-20 08:00:00-04:00,2024-04-20 08:15:00-04:00,1.065,ELEC
2024-04-20 08:15:00-04:00,2024-04-20 08:30:00-04:00,1.737,ELEC
2024-04-20 08:30:00-04:00,2024-04-20 08:45:00-04:00,0.942,ELEC
2024-04-20 08:45:00-04:00,2024-04-20 09:00:00-04:00,0.987,ELEC
