,start_time,end_time,consumption,type
141,2023-12-17 11:15:00-05:00,2023-12-17 11:30:00-05:00,2.088,ELEC
142,2023-12-17 11:30:00-05:00,2023-12-17 11:45:00-05:00,1.305,ELEC
143,2023-12-17 11:45:00-05:00,2023-12-17 12:00:00-05:00,1.488,ELEC
144,2023-12-17 12:00:00-05:00,2023-12-17 12:15:00-05:00,1.929,ELEC
145,2023-12-17 12:15:00-05:00,2023-12-17 12:30:00-05:00,1.146,ELEC
146,2023-12-17 12:30:00-05:00,2023-12-17 12:45:00-05:00,1.023,ELEC
147,2023-12-17 12:45:00-05:00,2023-12-17 13:00:00-05:00,1.656,ELEC
148,2023-12-17 13:00:00-05:00,2023-12-17 13:15:00-05:00,1.41,ELEC
149,2023-12-17 13:15:00-05:00,2023-12-17 13:30:00-05:00,1.392,ELEC
150,2023-12-17 13:30:00-05:00,2023-12-17 13:45:00-05:00,1.758,ELEC
151,2023-12-17 13:45:00-05:00,2023-12-17 14:00:00-05:00,1.131,ELEC
152,2023-12-17 14:00:00-05:00,2023-12-17 14:15:00-05:00,0.996,ELEC
153,2023-12-17 14:15:00-05:00,2023-12-17 14:30:00-05:00,1.539,ELEC
154,2023-12-17 14:30:00-05:00,2023-12-17 14:45:00-05:00,1.107,ELEC
155,2023-12-17 14:45:00-05:00,2023-12-17 15:00:00-05:00,0.792,ELEC
156,2023-12-17 15:00:00-05:00,2023-12-17 15:15:00-05:00,1.047,ELEC
157,2023-12-17 15:15:00-05:00,2023-12-17 15:30:00-05:00,0.963,ELEC
158,2023-12-17 15:30:00-05:00,2023-12-17 15:45:00-05:00,0.918,ELEC
159,2023-12-17 15:45:00-05:00,2023-12-17 16:00:00-05:00,1.02,ELEC
160,2023-12-17 16:00:00-05:00,2023-12-17 16:15:00-05:00,1.791,ELEC
161,2023-12-17 16:15:00-05:00,2023-12-17 16:30:00-05:00,0.981,ELEC
162,2023-12-17 16:30:00-05:00,2023-12-17 16:45:00-05:00,0.957,ELEC
163,2023-12-17 16:45:00-05:00,2023-12-17 17:00:00-05:00,1.032,ELEC
164,2023-12-17 17:00:00-05:00,2023-12-17 17:15:00-05:00,1.587,ELEC
165,2023-12-17 17:15:00-05:00,2023-12-17 17:30:00-05:00,0.873,ELEC
166,2023-12-17 17:30:00-05:00,2023-12-17 17:45:00-05:00,0.813,ELEC
167,2023-12-17 17:45:00-05:00,2023-12-17 18:00:00-05:00,0.753,ELEC
168,2023-12-17 18:00:00-05:00,2023-12-17 18:15:00-05:00,0.849,ELEC
169,2023-12-17 18:15:00-05:00,2023-12-17 18:30:00-05:00,1.419,ELEC
170,2023-12-17 18:30:00-05:00,2023-12-17 18:45:00-05:00,0.816,ELEC
171,2023-12-17 18:45:00-05:00,2023-12-17 19:00:00-05:00,0.753,ELEC
172,2023-12-17 19:00:00-05:00,2023-12-17 19:15:00-05:00,0.777,ELEC
173,2023-12-17 19:15:00-05:00,2023-12-17 19:30:00-05:00,1.071,ELEC
174,2023-12-17 19:30:00-05:00,2023-12-17 19:45:00-05:00,0.852,ELEC
175,2023-12-17 19:45:00-05:00,2023-12-17 20:00:00-05:00,0.876,ELEC
